id,event_type,event_cause,status,latitude,longitude,corridor,zone,police_station,direction,start_datetime,hour_of_day,day_of_week,is_weekend,month,requires_road_closure,priority,severity_tier,veh_type,description,duration_to_close_min
FKID002626,unplanned,vehicle_breakdown,closed,12.9614379,77.5611814,Mysore Road,Unknown,Chamarajpet,unknown,2024-03-22 23:12:47.141000+00:00,4,5,1,3,False,High,High,private_car,,31.87520885
FKID002627,unplanned,vehicle_breakdown,closed,12.9837217,77.6404533,Old Madras Road,Unknown,Jeevanbheemanagar,unknown,2024-03-22 23:28:16.150000+00:00,4,5,1,3,False,High,High,bmtc_bus,bmsri towards 100feet road,78.34826575000001
FKID002630,unplanned,vehicle_breakdown,closed,13.0438821,77.5538565,ORR North 2,Unknown,Jalahalli,unknown,2024-03-23 00:03:01.971000+00:00,5,5,1,3,False,High,High,heavy_vehicle,due to chain cut it's off roaded near mes road,29.89324733333333
FKID002634,unplanned,vehicle_breakdown,closed,12.9082725,77.6916917,Non-corridor,Unknown,Bellandur,unknown,2024-03-23 00:59:18.277000+00:00,6,5,1,3,False,Low,Low,bmtc_bus,vvr juntion traffic slow moving,26.941963933333334
FKID002642,unplanned,vehicle_breakdown,closed,12.9211133,77.6204127,Hosur Road,Unknown,Madiwala,unknown,2024-03-06 10:05:58.775000+00:00,15,2,0,3,False,High,High,bmtc_bus,"[location] medam,

[person] towards [person] near infront of madivala traffic ps, one [location] bus off road due to starting problem medam,
bus is left side parking, one side traffic moving medam, we are remove soon medam.

ka-57 f-2999 depo 15, [location] 

driver mobile [phone]",22.988230849999997
FKID002643,unplanned,vehicle_breakdown,closed,13.0216827,77.5519487,Tumkur Road,Unknown,Yeshwanthpura,unknown,2024-03-23 01:05:10.941000+00:00,6,5,1,3,False,High,High,heavy_vehicle,,22.34844435
FKID002645,unplanned,vehicle_breakdown,closed,12.953076,77.5400812,West of Chord Road,Unknown,Byatarayanapura,unknown,2024-03-06 18:48:38.995000+00:00,0,3,0,3,False,High,High,heavy_vehicle,traffic movement normal sir,24.466795816666668
FKID002651,unplanned,vehicle_breakdown,closed,12.9929258,77.5714901,Non-corridor,Unknown,Sheshadripuram,unknown,2024-03-23 02:38:35.087000+00:00,8,5,1,3,False,Low,Low,bmtc_bus,near mantri mall ಸಂಪಿಗೆ ರೋಡ್  ಮಿಲ್ಕ್ cornar signale,158.45544278333332
FKID002658,unplanned,tree_fall,closed,13.0122874,77.5090347,Non-corridor,Unknown,Peenya,unknown,2024-03-06 21:01:41.936000+00:00,2,3,0,3,False,Low,Low,none,tree has fallen peenya 2nd stage towards rajagopalnagar vehicle no movement,92.98989458333334
FKID002660,unplanned,vehicle_breakdown,closed,12.9958759,77.5715134,Non-corridor,Unknown,Malleshwaram,unknown,2024-03-23 05:38:26.155000+00:00,11,5,1,3,False,Low,Low,bmtc_bus,vehicle break down,70.00693796666665
FKID002661,unplanned,others,closed,13.044021,77.508357,Tumkur Road,Unknown,Peenya,unknown,2024-03-06 21:39:38.227000+00:00,3,3,0,3,False,High,High,none,peenya flyover nhai cleaning work going on h cross towards cmti,1848.5386914833332
FKID002665,planned,construction,closed,12.9160554,77.6168548,Non-corridor,Unknown,Mico Layout,unknown,2024-03-23 05:38:48.709000+00:00,11,5,1,3,True,Low,Low,none,bridge work and cc road work under progress,3822.70962675
FKID002677,unplanned,vehicle_breakdown,closed,12.944928,77.6026878,Non-corridor,Unknown,Adugodi,unknown,2024-03-06 23:15:03.090000+00:00,4,3,0,3,False,Low,Low,heavy_vehicle,statraing problem,39.133124849999994
FKID002687,unplanned,vehicle_breakdown,closed,13.0459326,77.7502339,Non-corridor,Unknown,K.R. Pura,unknown,2024-03-07 04:11:24.888000+00:00,9,3,0,3,True,Low,Low,heavy_vehicle,budigere cross towards [location],17.2937739
FKID002688,unplanned,vehicle_breakdown,closed,12.9559519,77.716416,Varthur Road,Unknown,Whitefield,unknown,2024-03-07 02:48:45.929000+00:00,8,3,0,3,False,High,High,heavy_vehicle,starting problem within ready to 1 hours,122.43185746666667
FKID002689,unplanned,others,closed,13.0423044,77.514709,Tumkur Road,Unknown,Peenya,unknown,2024-03-07 03:35:25.489000+00:00,9,3,0,3,False,High,High,none,towards [location],243.29029311666667
FKID002692,unplanned,water_logging,closed,12.9677335,77.5744926,Mysore Road,Unknown,Chamarajpet,unknown,2024-03-07 05:21:22.094000+00:00,10,3,0,3,False,High,High,none,,6592.442654816667
FKID002694,unplanned,vehicle_breakdown,closed,12.9758821,77.5868134,Non-corridor,Unknown,Halasuru Gate,unknown,2024-03-07 04:52:37.268000+00:00,10,3,0,3,False,Low,Low,bmtc_bus,,13.885744066666666
FKID002695,unplanned,water_logging,closed,12.9423948,77.6225743,Non-corridor,Unknown,Adugodi,unknown,2024-03-07 05:23:47.274000+00:00,10,3,0,3,False,Low,Low,none,ngv back gate  towords passaport office,165.4671482
FKID002696,unplanned,vehicle_breakdown,closed,13.043501,77.5573519,ORR North 2,Unknown,Jalahalli,unknown,2024-03-07 05:01:06.014000+00:00,10,3,0,3,False,High,High,others,vehical,9.381939516666668
FKID002698,unplanned,tree_fall,closed,12.9992886,77.5838117,Bellary Road 1,Unknown,Sadashivanagar,unknown,2024-03-07 05:25:39.452000+00:00,10,3,0,3,True,High,High,none,tree fall,971.1941217166666
FKID002699,unplanned,vehicle_breakdown,closed,12.9138731,77.5670625,ORR West 1,Unknown,Banashankari,unknown,2024-03-23 07:01:09.209000+00:00,12,5,1,3,False,High,High,bmtc_bus,bendre junction towards [person] bmtc electric bus did not start sir,84.86862455
FKID002700,unplanned,construction,closed,13.0531027,77.6459625,Non-corridor,Unknown,Hennuru,unknown,2024-03-07 05:23:52.922000+00:00,10,3,0,3,False,Low,Low,none,,3954.1524874666666
FKID002702,unplanned,tree_fall,closed,13.0278723,77.5715932,Non-corridor,Unknown,Sadashivanagar,unknown,2024-03-07 05:25:24.564000+00:00,10,3,0,3,True,Low,Low,none,tree fall down,63.69129203333333
FKID002703,unplanned,tree_fall,closed,12.9707873,77.5762439,Non-corridor,Unknown,City Market,unknown,2024-03-23 10:54:09.828000+00:00,16,5,1,3,False,Low,Low,none,tree branches fell down,412.24392695
FKID002704,unplanned,construction,closed,13.0481768,77.6453207,Non-corridor,Unknown,Hennuru,unknown,2024-03-07 05:28:54.383000+00:00,10,3,0,3,False,Low,Low,none,"ನಮಸ್ತೆ ಸರ್, ಗೆದ್ದಲಹಳ್ಳಿ ಬಸ್ ಸ್ಟಾಪ್ ಹತ್ತಿರ ಸಿಮೆಂಟ್ ರೋಡ್ ಮಾಡುತ್ತಿರುವುದರಿಂದ ಹೆಣ್ಣೂರ್ ಬಾಗ್ಲೂರ್ ಮುಖ್ಯ ರಸ್ತೆ ಟ್ರಾಫಿಕ್ ನಿಧಾನಗತಿಯಲ್ಲಿ ಇರುತ್ತದೆ ಮಳೆಯ ಮುನ್ಸೂಚನೆ ಇರುತ್ತದೆ",1464.6774282000001
FKID002708,unplanned,others,closed,12.92490766,77.61830594,Hosur Road,Unknown,Madiwala,unknown,2024-01-27 18:40:56.916000+00:00,0,6,1,1,True,High,High,none,ಎಸ್ ಪಿ ರೋಡ್ ಇಂದ ಅಯ್ಯಪ್ಪ ಕಡೆ ಹೋಗುವ ಮಾರ್ಗದಲ್ಲಿ ಮರವು ಕಟ್ಟಾಗಿ ರೋಡ್ಗೆ [person] ರೋಡ್ ಟು ಅಯ್ಯಪ್ಪ ಕಡೆ ಟ್ರಾಫಿಕ್ ಮೊಮೆಂಟ್ ಇರುವುದಿಲ್ಲ ಸರ್,112.07313198333333
FKID002709,unplanned,vehicle_breakdown,closed,13.0457526,77.5056862,Tumkur Road,Unknown,Peenya,unknown,2024-03-23 19:14:38.140000+00:00,0,6,1,3,False,High,High,lcv,h cross on flyover lcv vehicle off-road towards parle toll traffic one side movement,29.151570016666668
FKID002710,unplanned,vehicle_breakdown,closed,12.9594033,77.5556832,Mysore Road,Unknown,Chamarajpet,unknown,2024-03-23 19:24:24.897000+00:00,0,6,1,3,False,High,High,heavy_vehicle,one side movement sir,22.22487305
FKID002711,unplanned,vehicle_breakdown,closed,12.9960828,77.6680963,ORR North 1,Unknown,Banaswadi,unknown,2024-03-23 19:20:00.045000+00:00,0,6,1,3,False,High,High,heavy_vehicle,mmt towords kr pura railway station,36.730649516666666
FKID002712,unplanned,accident,closed,13.0569168,77.593818,Bellary Road 1,Unknown,Hebbala,unknown,2024-03-23 19:14:40.689000+00:00,0,6,1,3,False,High,High,none,twoveelar and cab accident,47.199177299999995
FKID002717,unplanned,water_logging,closed,13.0003793,77.757606,Non-corridor,Unknown,Mahadevapura,unknown,2024-03-07 05:33:53.321000+00:00,11,3,0,3,False,Low,Low,none,water logging kodagidi flyover towards [location] slow moving traffic sir,7424.366825533333
FKID002720,unplanned,tree_fall,closed,12.9688404,77.5683589,Non-corridor,Unknown,Chamarajpet,unknown,2024-03-07 05:45:47.480000+00:00,11,3,0,3,True,Low,Low,none,tree fall and electric poll fall sir,4073.313846416667
FKID002721,unplanned,water_logging,closed,12.9250928,77.6088219,Non-corridor,Unknown,Mico Layout,unknown,2024-03-07 05:39:52.119000+00:00,11,3,0,3,False,Low,Low,none,water logging at tavarekere main road near [location].,5552.9631245166665
FKID002731,unplanned,tree_fall,closed,12.9624773,77.5947208,Mysore Road,Unknown,Halasuru Gate,unknown,2024-03-07 05:42:37.199000+00:00,11,3,0,3,False,High,High,none,,829.2974442333333
FKID002733,unplanned,water_logging,closed,12.9074813,77.6282437,Hosur Road,Unknown,Madiwala,unknown,2024-03-07 05:44:33.318000+00:00,11,3,0,3,False,High,High,none,[location] to rupen agrahar water loging  trafic slow moment sir,2847.0369545333333
FKID002734,unplanned,water_logging,closed,12.9593768,77.5558983,Mysore Road,Unknown,Chamarajpet,unknown,2024-03-07 05:47:53.621000+00:00,11,3,0,3,False,High,High,none,[person] water logging agide sir vehicle moving slow ide sir,6570.558955500001
FKID002736,unplanned,accident,closed,13.0471325,77.5008633,Non-corridor,Unknown,Peenya,unknown,2024-03-23 21:41:55.873000+00:00,3,6,1,3,False,Low,Low,none,[location] station on flyover chine accident towards parle toll traffic one side movement,8.980089583333333
FKID002740,unplanned,water_logging,closed,12.9059699,77.5760239,ORR West 1,Unknown,J.P. Nagar,unknown,2024-03-07 06:00:48.319000+00:00,11,3,0,3,False,High,High,none,[person] 35 th main jp nagar of ring road @ sindhoor water logging sir,1218.6891324166668
FKID002745,unplanned,water_logging,closed,12.9634816,77.641566,Old Airport Road,Unknown,Jeevanbheemanagar,unknown,2024-03-07 05:58:08.517000+00:00,11,3,0,3,False,High,High,none,,93.40865363333334
FKID002748,unplanned,water_logging,closed,12.9849591,77.6915765,ORR East 2,Unknown,Mahadevapura,unknown,2024-03-07 05:57:33.556000+00:00,11,3,0,3,False,High,High,none,,30.67920825
FKID002749,unplanned,water_logging,closed,12.9675007,77.5743111,Mysore Road,Unknown,Chamarajpet,unknown,2024-03-07 05:56:34.697000+00:00,11,3,0,3,True,High,High,none,,177.56342588333334
FKID002753,unplanned,water_logging,closed,13.0000641,77.6861318,Non-corridor,Unknown,Mahadevapura,unknown,2024-03-07 06:05:12.482000+00:00,11,3,0,3,False,Low,Low,none,water laging,3898.6085132
FKID002758,unplanned,others,closed,13.0979853,77.5669184,Non-corridor,Unknown,Yelahanka,unknown,2024-03-23 22:13:01.109000+00:00,3,6,1,3,False,Low,Low,none,ಅಟ್ಟೂರ್ ಬಸ್ stop to wards unnikrishan junction ಶನೇಶ್ವರ ಜಾತ್ರೆ ಸರ್,1291.4888951166665
FKID002759,unplanned,tree_fall,closed,12.9238584,77.5532339,ORR West 1,Unknown,Banashankari,unknown,2024-03-07 06:06:27.625000+00:00,11,3,0,3,False,High,High,none,tree fall,66.95399586666666
FKID002760,unplanned,tree_fall,closed,12.9641312,77.6261077,Non-corridor,Unknown,Halasur,unknown,2024-03-07 06:10:04.003000+00:00,11,3,0,3,True,Low,Low,none,tree fall,1114.93334045
FKID002765,unplanned,vehicle_breakdown,closed,12.9957307,77.5506997,West of Chord Road,Unknown,Vijayanagara,unknown,2024-03-23 23:22:10.356000+00:00,4,6,1,3,False,High,High,others,[person] sir... bbmp road cleaning vehicle off-road in chord road near modhi bridge... slow moving traffic sir...,72.65351976666668
FKID002768,unplanned,vehicle_breakdown,closed,12.9528787,77.5416099,Mysore Road,Unknown,Byatarayanapura,unknown,2024-03-24 00:24:26.981000+00:00,5,6,1,3,False,High,High,ksrtc_bus,vehicle breakdown,8.7606476
FKID002771,unplanned,water_logging,closed,12.980744,77.6221619,Non-corridor,Unknown,Halasur,unknown,2024-03-07 06:17:33.914000+00:00,11,3,0,3,True,Low,Low,none,water logging sir,2421.883144183333
FKID002778,unplanned,water_logging,closed,13.0098571,77.5907168,Non-corridor,Unknown,R.T. Nagar,unknown,2024-03-07 06:20:21.938000+00:00,11,3,0,3,False,Low,Low,none,,188.00503193333333
FKID002781,unplanned,tree_fall,closed,12.9884899,77.6175216,Non-corridor,Unknown,Pulikeshinagar(F.Town),unknown,2024-03-07 06:19:45.098000+00:00,11,3,0,3,False,Low,Low,none,tree fall at [location] near [location],18.082762549999998
FKID002786,unplanned,vehicle_breakdown,closed,12.8893035,77.5976747,Bannerghata Road,Unknown,Hulimavu,unknown,2024-03-24 04:58:13.522000+00:00,10,6,1,3,False,High,High,bmtc_bus,arekere towards bpl junction,146.04922566666667
FKID002792,unplanned,water_logging,closed,12.9754581,77.574901,Non-corridor,Unknown,Upparpet,unknown,2024-03-07 06:24:35.906000+00:00,11,3,0,3,False,Low,Low,none,himalaya to elite kg road traffic movement slow sir,41.48510733333333
FKID002793,unplanned,water_logging,closed,13.0203745,77.583989,Bellary Road 1,Unknown,Sadashivanagar,unknown,2024-03-07 06:24:26.417000+00:00,11,3,0,3,False,High,High,none,water logging at hqtc bus stop outgoing side traffic slow movements,3886.3786027166666
FKID002795,unplanned,vehicle_breakdown,closed,13.0891773,77.5961725,Bellary Road 2,Unknown,Yelahanka,unknown,2024-03-24 05:42:05.534000+00:00,11,6,1,3,False,High,High,lcv,starting problem,14.264672216666666
FKID002797,unplanned,vehicle_breakdown,closed,13.0409067,77.5172818,Tumkur Road,Unknown,Peenya,unknown,2024-03-24 05:50:20.839000+00:00,11,6,1,3,False,High,High,lcv,this vehicle off-road due to starting problem at jalahalli cross on flyover towards city traffic one side moving sir,108.20570536666668
FKID002798,unplanned,tree_fall,closed,12.9436885,77.574042,Non-corridor,Unknown,Basavanagudi,unknown,2024-03-07 06:26:10.207000+00:00,11,3,0,3,True,Low,Low,none,,2904.7070553500002
FKID002799,unplanned,water_logging,closed,13.0488973,77.4967967,Non-corridor,Unknown,Peenya,unknown,2024-03-07 06:27:26.006000+00:00,11,3,0,3,True,Low,Low,none,traffic diverson incoming onflyover due to waterlogging sir,71.25115430000001
FKID002800,unplanned,water_logging,closed,12.9704729,77.6102571,Non-corridor,Unknown,Ashok Nagar,unknown,2024-03-07 06:26:15.726000+00:00,11,3,0,3,True,Low,Low,none,waterlogging,149.96828003333334
FKID002804,unplanned,tree_fall,closed,13.0305585,77.5159596,Non-corridor,Unknown,Peenya,unknown,2024-03-07 06:27:03.839000+00:00,11,3,0,3,False,Low,Low,none,abb junction near free fall sir,914.0249496
FKID002806,unplanned,water_logging,resolved,12.9944876,77.6180296,Non-corridor,Unknown,Pulikeshinagar(F.Town),unknown,2024-03-07 06:25:24.212000+00:00,11,3,0,3,False,Low,Low,none,ತುಂಬಾ ಮಳೆ ಬಂದಿರುವುದರಿಂದ ಅಸ್ಸಯೇ ಜಂಕ್ಷನ್ ಲ್ಲಿ ತಾತ್ಕಾಲಿಕ ವಾಗಿ ವಾಟರ್ ಲಾಗಿಂಗ್ ಆಗಿದೆ,72.15094443333334
FKID002807,unplanned,water_logging,closed,12.9744687,77.6110393,Old Madras Road,Unknown,Ashok Nagar,unknown,2024-03-07 06:28:39.076000+00:00,11,3,0,3,True,High,High,none,,201.7505084166667
FKID002810,unplanned,tree_fall,closed,13.0260264,77.5443445,Tumkur Road,Unknown,Yeshwanthpura,unknown,2024-03-07 06:29:12.975000+00:00,11,3,0,3,False,High,High,none,,933.8846359333334
FKID002811,unplanned,water_logging,closed,12.905864,77.5857619,ORR West 1,Unknown,J.P. Nagar,unknown,2024-03-07 06:28:59.293000+00:00,11,3,0,3,False,High,High,none,[location] sir puttenahalli underpass ring road water logging vehicle movement slowly moving 33 rd main trds 14 th main,1190.4635745833334
FKID002814,unplanned,vehicle_breakdown,closed,12.9711709,77.6054721,Non-corridor,Unknown,Ashok Nagar,unknown,2024-03-24 07:49:41.393000+00:00,13,6,1,3,False,High,High,bmtc_bus,bmtc bus front tyre punctured sir...🙏,1.7176543333333332
FKID002815,unplanned,water_logging,closed,12.9061244,77.5855252,ORR West 1,Unknown,J.P. Nagar,unknown,2024-03-07 06:29:51.092000+00:00,11,3,0,3,False,High,High,none,water logging on service road towards 33rd main from 15th cross,118.58968551666666
FKID002818,unplanned,tree_fall,closed,13.0300746,77.5630008,Non-corridor,Unknown,Yeshwanthpura,unknown,2024-03-07 06:31:34.908000+00:00,12,3,0,3,True,Low,Low,none,tree fall cause of  heavy rain pls inform required  department we solve this  problem,220.28841453333334
FKID002819,unplanned,water_logging,closed,12.9903598,77.5886553,Bellary Road 1,Unknown,High ground,unknown,2024-03-07 06:29:24.108000+00:00,11,3,0,3,False,High,High,none,ಸಂಚಾರಕ್ಕೆ ಯಾವುದು ತೊಂದರೆ ಇರುವುದಿಲ್ಲ ಮೇಡಂ,42.345254966666666
FKID002822,unplanned,vehicle_breakdown,closed,12.9167151,77.5980396,Bannerghata Road,Unknown,Jayanagara,unknown,2024-03-07 06:32:54.856000+00:00,12,3,0,3,False,High,High,bmtc_bus,ಬಿಎಂಟಿಸಿ ಬಸ್ ಜಯದೇವ ಯು ಟರ್ನ್ ಮುಂಭಾಗ ofroad ಆಗಿದ್ದು towards ಈಸ್ಟ್ ಎಂಡ್ kade,108.71099421666666
FKID002823,unplanned,vehicle_breakdown,closed,12.9711709,77.6054721,Mysore Road,Unknown,Ashok Nagar,unknown,2024-03-24 07:49:41.393000+00:00,13,6,1,3,False,High,High,bmtc_bus,bmtc bus front tyre punctured sir...🙏,93.48512965
FKID002824,unplanned,water_logging,closed,12.9217293,77.6602295,ORR East 1,Unknown,Bellandur,unknown,2024-03-07 06:35:37.600000+00:00,12,3,0,3,False,High,High,none,164 pillar ibbluru downramp to agar water logging traffic slow moving sir,8507.797322316666
FKID002828,unplanned,vehicle_breakdown,resolved,12.9995975,77.6196896,Non-corridor,Unknown,Pulikeshinagar(F.Town),unknown,2024-03-07 06:29:12.529000+00:00,11,3,0,3,False,Low,Low,bmtc_bus,bmtc bus off agide,7.642841166666667
FKID002845,unplanned,vehicle_breakdown,closed,13.0957443,77.5978159,Bellary Road 2,Unknown,Yelahanka,unknown,2024-03-07 06:45:56.876000+00:00,12,3,0,3,False,High,High,others,vehicle offroad@ coffee day towards airport sir,151.79433328333334
FKID002846,unplanned,vehicle_breakdown,closed,12.9217905,77.6615907,ORR East 1,Unknown,Bellandur,unknown,2024-03-24 09:05:42.473000+00:00,14,6,1,3,False,High,High,private_car,due to starting problem,16.044057783333333
FKID002848,unplanned,vehicle_breakdown,closed,12.8398702,77.6769264,Non-corridor,Unknown,Electronic City,unknown,2024-03-24 09:23:28.548000+00:00,14,6,1,3,False,Low,Low,bmtc_bus,clutch plate jaam,29.089931583333335
FKID002849,unplanned,vehicle_breakdown,closed,12.8770527,77.5951565,Bannerghata Road,Unknown,Hulimavu,unknown,2024-03-24 09:22:44.457000+00:00,14,6,1,3,False,High,High,bmtc_bus,,34.15102665
FKID002851,unplanned,vehicle_breakdown,closed,13.0224187,77.5509157,Tumkur Road,Unknown,Yeshwanthpura,unknown,2024-03-24 10:28:49.698000+00:00,15,6,1,3,False,High,High,private_bus,off [person] on maintoad near goverdhan / yor metro station sir,91.52639778333334
FKID002853,unplanned,others,closed,13.1028901,77.5855105,Non-corridor,Unknown,Yelahanka,unknown,2024-03-07 06:45:35.684000+00:00,12,3,0,3,False,Low,Low,none,[location] main road wheel and axel to wards unnikrishan junction slab baroke sir,2163.54553765
FKID002854,unplanned,tree_fall,closed,12.9827246,77.5920638,CBD 2,Unknown,Cubbon Park,unknown,2024-03-07 06:41:11.348000+00:00,12,3,0,3,False,High,High,none,one side traffic movement,6519.827883249999
FKID002857,unplanned,vehicle_breakdown,closed,12.9706314,77.6048719,Mysore Road,Unknown,Ashok Nagar,unknown,2024-03-24 20:39:15.790000+00:00,2,0,0,3,False,High,High,others,ಬ್ಯಾಟರಿ low ಆಗಿದೆ,35.252319033333336
FKID002858,unplanned,water_logging,closed,12.904964,77.6018304,Bannerghata Road,Unknown,Mico Layout,unknown,2024-03-07 06:46:33.300000+00:00,12,3,0,3,False,High,High,none,water logging at [location] vehicles slow movement,1.26526015
FKID002861,unplanned,vehicle_breakdown,closed,13.0174925,77.553745,Tumkur Road,Unknown,Yeshwanthpura,unknown,2024-03-24 21:39:30.020000+00:00,3,0,0,3,False,High,High,private_bus,10 mnt remove sir,6.159646333333333
FKID002864,unplanned,tree_fall,closed,12.910431,77.5840122,Non-corridor,Unknown,J.P. Nagar,unknown,2024-03-07 06:45:47.004000+00:00,12,3,0,3,False,Low,Low,none,ig circle trds r v dental tree fallen sir road diversion sir,1173.6232398833333
FKID002865,unplanned,water_logging,closed,12.9049931,77.6018334,Bannerghata Road,Unknown,Mico Layout,unknown,2024-03-07 06:47:56.358000+00:00,12,3,0,3,False,High,High,none,water logging at [location] vehicles slow movement ide sir,2294.902803066667
FKID002867,unplanned,others,resolved,12.974343,77.5512833,West of Chord Road,Unknown,Magadi Road,unknown,2024-03-07 06:08:32.505000+00:00,11,3,0,3,True,High,High,none,due to fall of cutout infront of [location] vehicles mevement restricted from prasanna junction to prasanna theatre busstop...,39.91002743333333
FKID002872,unplanned,water_logging,closed,13.0100505,77.6977888,Non-corridor,Unknown,K.R. Pura,unknown,2024-03-07 06:51:41.978000+00:00,12,3,0,3,False,Low,Low,none,grt k r purma point k r pura to bhattarahalli  water logging sir,282.94748196666666
FKID002875,unplanned,water_logging,closed,13.0064569,77.5788985,Non-corridor,Unknown,Sadashivanagar,unknown,2024-03-07 07:02:52.522000+00:00,12,3,0,3,False,Low,Low,none,water login,1785.8880387
FKID002877,unplanned,others,closed,13.0348473,77.5297881,Tumkur Road,Unknown,Peenya,unknown,2024-03-24 21:25:27.053000+00:00,2,0,0,3,False,High,High,none,signal not working,61.567407450000005
FKID002885,unplanned,vehicle_breakdown,closed,12.9863734,77.5887026,Bellary Road 1,Unknown,High ground,unknown,2024-03-07 07:04:10.516000+00:00,12,3,0,3,True,High,High,bmtc_bus,"ಓಲ್ಡ್ ಎಗ್ ರೂಂ ಜಂಕ್ಷನ್ ಹತ್ತಿರ. ಬಿಎಂಟಿಸಿ ಬಸ್ ಅಫ್ಲೋರ್ಡ್ ಆಗಿರುತ್ತದೆ ಸರ್ ಒಂದು ಸೈಡಲ್ಲಿದೆ, ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಮೊಮೆಂಟ್ ಇದೆ ಸರ್ bo2",36.67477173333334
FKID002887,unplanned,water_logging,closed,12.9765849,77.5886901,Non-corridor,Unknown,Cubbon Park,unknown,2024-03-07 07:14:31.068000+00:00,12,3,0,3,False,Low,Low,none,slow movement vehicle sir,2863.879304833333
FKID002890,unplanned,others,closed,12.95398815,77.54367565,Mysore Road,Unknown,Byatarayanapura,unknown,2024-03-24 23:24:28.283000+00:00,4,0,0,3,False,High,High,none,[person] agide sir,16.937478916666667
FKID002893,unplanned,vehicle_breakdown,closed,12.9769023,77.6092478,Old Madras Road,Unknown,Shivajinagar,unknown,2024-03-25 00:05:25.424000+00:00,5,0,0,3,False,High,High,bmtc_bus,starting problem,41.53308571666666
FKID002897,unplanned,tree_fall,closed,12.9354043,77.5848702,Non-corridor,Unknown,Jayanagara,unknown,2024-03-25 00:53:19.534000+00:00,6,0,0,3,True,Low,Low,none,madaavan park towards  [location] club road close sir,76.98202371666666
FKID002898,unplanned,water_logging,closed,12.9160634,77.6353392,ORR East 1,Unknown,HSR Layout,unknown,2024-03-07 07:28:00.608000+00:00,12,3,0,3,False,High,High,none,water login 9th main towards 5th main hsr vehicle movement slow  mori water comes to road,759.0033270166666
FKID002902,unplanned,tree_fall,closed,12.9389375,77.5926618,Non-corridor,Unknown,Wilson Garden,unknown,2024-03-07 07:22:48.574000+00:00,12,3,0,3,False,Low,Low,none,tree falling,75.3254728
FKID002904,unplanned,vehicle_breakdown,closed,13.0082372,77.6931779,Non-corridor,Unknown,K.R. Pura,unknown,2024-03-25 02:13:31.756000+00:00,7,0,0,3,False,Low,Low,truck,break down,133.49633208333333
FKID002909,unplanned,tree_fall,closed,12.9973855,77.6103509,Non-corridor,Unknown,Pulikeshinagar(F.Town),unknown,2024-03-07 08:05:43.414000+00:00,13,3,0,3,True,Low,Low,none,tree fall  because road closed,8604.974344016668
FKID002910,unplanned,vehicle_breakdown,closed,12.9453543,77.5279203,Mysore Road,Unknown,Byatarayanapura,unknown,2024-03-25 02:22:58.577000+00:00,7,0,0,3,False,High,High,lcv,"vehicle breakdown due to empty coolant, traffic slow movement towards dg circle from  [location] circle above [location] flyover",32.21089145
FKID002916,unplanned,water_logging,closed,12.9562512,77.5193834,Non-corridor,Unknown,Byatarayanapura,unknown,2024-03-07 08:07:21.634000+00:00,13,3,0,3,False,Low,Low,none,water logging sir [person] to [location] outer ring road traffic slow movement sir,2055.8126417666667
FKID002918,unplanned,vehicle_breakdown,closed,12.9884485,77.4728568,Non-corridor,Unknown,Kamakshipalya,unknown,2024-03-25 04:27:37.575000+00:00,9,0,0,3,False,Low,Low,bmtc_bus,vehicalbrekadown,9.313865683333335
FKID002920,unplanned,vehicle_breakdown,closed,12.9583632,77.6060684,Hosur Road,Unknown,Ashok Nagar,unknown,2024-03-25 03:50:20.226000+00:00,9,0,0,3,False,High,High,taxi,,133.745803
FKID002922,unplanned,vehicle_breakdown,closed,12.9294111,77.5860606,Non-corridor,Unknown,Jayanagara,unknown,2024-03-25 07:01:37.036000+00:00,12,0,0,3,False,Low,Low,bmtc_bus,"bmtc bus break down before [person], opposite [location] from syndicate  jn, normal traffic movement",18.826966283333334
FKID002924,unplanned,tree_fall,closed,12.9207234,77.5860068,Non-corridor,Unknown,Jayanagara,unknown,2024-03-07 08:28:30.460000+00:00,13,3,0,3,True,Low,Low,none,,1414.7297125500002
FKID002925,unplanned,tree_fall,closed,12.9978214,77.6093606,Non-corridor,Unknown,Pulikeshinagar(F.Town),unknown,2024-03-07 08:21:55.888000+00:00,13,3,0,3,True,Low,Low,none,road closed because of tree fall,8590.158413066667
FKID002934,unplanned,vehicle_breakdown,closed,13.099816,77.5888555,Non-corridor,Unknown,Yelahanka,unknown,2024-03-07 08:38:36.341000+00:00,14,3,0,3,False,Low,Low,bmtc_bus,sheshadripura college to wards unnikrishan junction bmtc bus starting problem sir,23.6800304
FKID002935,unplanned,vehicle_breakdown,closed,12.9913384,77.5856459,Bellary Road 1,Unknown,High ground,unknown,2024-03-25 11:44:20.768000+00:00,17,0,0,3,False,High,High,private_car,accel cut on road b10 junction towards b02,12.157235616666666
FKID002937,unplanned,vehicle_breakdown,closed,12.9621583,77.62924,Non-corridor,Unknown,Halasur,unknown,2024-03-25 17:38:51.282000+00:00,23,0,0,3,False,Low,Low,bmtc_bus,bmtc bus break liner cut,162.0998554
FKID002938,unplanned,vehicle_breakdown,closed,12.9564431,77.7316906,Varthur Road,Unknown,Whitefield,unknown,2024-03-25 18:57:53.865000+00:00,0,1,0,3,False,High,High,heavy_vehicle,"hgv breakdown at [location], vehicle movement is normal",9.947234283333334
